"year"	"doy"	"5"	"6"	"7"	"8"	"n"	"prop_stage6"	"mgsi"
1979	148	14	0	0	0	14	0	NA
1979	150	6	0	0	0	6	0	NA
1979	151	12	0	0	0	12	0	NA
1979	152	12	0	0	0	12	0	NA
1979	159	5	0	0	0	5	0	NA
1979	162	5	0	0	0	5	0	NA
1979	163	38	35	17	0	90	0.388888888888889	12.0385718331609
1979	169	4	3	0	0	7	0.428571428571429	7.00660592638153
1979	170	4	3	0	0	7	0.428571428571429	8.51788244259468
1979	178	1	0	0	0	1	0	NA
1979	180	0	0	0	1	1	0	NA
1979	181	11	7	16	1	35	0.2	5.39518149861392
1979	183	2	0	0	2	4	0	NA
1979	184	1	0	0	0	1	0	NA
1979	186	2	18	3	0	23	0.782608695652174	3.14948006144445
1979	187	2	0	0	0	2	0	NA
1979	191	0	11	4	2	17	0.647058823529412	3.28765012206725
1979	193	0	0	0	1	1	0	NA
1979	194	1	0	0	4	5	0	NA
1979	198	0	0	0	5	5	0	NA
1979	202	0	0	11	45	56	0	NA
1979	204	0	0	0	2	2	0	NA
1979	205	0	0	0	8	8	0	NA
1979	213	0	0	0	6	6	0	NA
1980	148	13	0	0	0	13	0	NA
1980	154	9	2	0	0	11	0.181818181818182	11.4921720534025
1980	157	3	0	0	0	3	0	NA
1980	158	12	1	0	0	13	0.0769230769230769	10.3128338165726
1980	164	7	2	0	0	9	0.222222222222222	10.315112146266
1980	170	2	0	0	0	2	0	NA
1980	172	3	3	0	0	6	0.5	8.43094789102184
1980	182	0	4	0	0	4	1	2.93914769021518
1980	184	0	15	0	0	15	1	4.28435624493679
1980	191	0	3	0	0	3	1	3.56219521878051
1980	192	1	8	0	0	9	0.888888888888889	2.97934048468888
1980	196	1	13	1	0	15	0.866666666666667	3.6084379787428
1980	199	1	4	0	0	5	0.8	8.31433988580966
1980	206	0	3	0	0	3	1	3.31153413194322
1980	210	0	3	0	0	3	1	6.86195899194673
1980	211	0	1	0	0	1	1	4.25627240143369
1981	147	6	0	0	0	6	0	NA
1981	153	3	0	0	0	3	0	NA
1981	155	3	0	0	0	3	0	NA
1981	156	18	2	0	0	20	0.1	9.3644087849967
1981	161	8	0	0	0	8	0	NA
1981	162	8	0	0	0	8	0	NA
1981	163	20	0	0	0	20	0	NA
1981	166	12	0	0	0	12	0	NA
1981	167	13	0	0	0	13	0	NA
1981	168	2	0	0	0	2	0	NA
1981	169	3	0	0	0	3	0	NA
1981	174	2	0	0	0	2	0	NA
1981	176	1	0	0	0	1	0	NA
1981	180	2	0	0	0	2	0	NA
1981	181	1	0	0	0	1	0	NA
1981	202	0	0	0	15	15	0	NA
1981	205	0	2	5	4	11	0.181818181818182	1.87201057729608
1981	216	0	0	0	24	24	0	NA
1982	153	4	0	0	0	4	0	NA
1982	158	2	0	0	0	2	0	NA
1982	167	15	0	0	0	15	0	NA
1982	168	5	0	0	0	5	0	NA
1982	169	4	0	0	0	4	0	NA
1982	173	3	0	0	0	3	0	NA
1982	176	3	0	0	0	3	0	NA
1982	177	3	0	0	0	3	0	NA
1982	182	6	0	0	0	6	0	NA
1982	193	4	0	0	0	4	0	NA
1983	145	11	0	0	0	11	0	NA
1983	147	14	0	0	0	14	0	NA
1983	153	21	0	0	0	21	0	NA
1983	171	13	4	0	0	17	0.235294117647059	11.6673597933378
1983	172	7	5	0	0	12	0.416666666666667	5.32666638863675
1983	173	19	6	0	0	25	0.24	6.46294574916184
1983	174	2	2	0	0	4	0.5	3.98188873501566
1983	175	5	2	0	0	7	0.285714285714286	7.89133090905253
1983	180	0	2	2	2	6	0.333333333333333	2.13424028007951
1983	182	0	0	7	2	9	0	NA
1983	186	0	0	5	14	19	0	NA
1983	188	2	3	8	8	21	0.142857142857143	4.77405915638329
1983	194	0	0	5	12	17	0	NA
1983	206	0	0	3	22	25	0	NA
1983	208	2	1	8	22	33	0.0303030303030303	7.32949876746097
1983	209	0	2	9	15	26	0.0769230769230769	2.66351464464907
1983	216	1	3	9	15	28	0.107142857142857	4.16725186426652
1983	224	0	0	1	21	22	0	NA
1983	229	0	1	1	47	49	0.0204081632653061	2.48595673479144
1983	230	0	0	8	50	58	0	NA
1983	265	0	0	0	11	11	0	NA
1983	286	0	0	0	31	31	0	NA
1984	149	22	0	0	0	22	0	NA
1984	150	29	2	0	0	31	0.0645161290322581	12.187710780316
1984	151	24	0	0	0	24	0	NA
1984	153	19	0	0	0	19	0	NA
1984	157	18	15	0	0	33	0.454545454545455	12.4576020197325
1984	158	11	14	0	0	25	0.56	14.9727905942839
1984	166	5	5	0	0	10	0.5	7.89190154705201
1984	171	6	32	0	0	38	0.842105263157895	7.39379261163415
1984	172	22	10	0	0	32	0.3125	6.41285288701739
1984	173	1	30	0	0	31	0.967741935483871	10.2169429985421
1984	174	28	44	0	0	72	0.611111111111111	6.9166799949839
1984	177	16	59	0	0	75	0.786666666666667	6.13220548177935
1984	178	5	28	0	0	33	0.848484848484849	4.58877709266783
1984	180	6	40	0	0	46	0.869565217391304	4.4914762277649
1984	181	6	58	1	1	66	0.878787878787879	4.44986571050145
1984	186	10	27	4	0	41	0.658536585365854	2.64856085237249
1984	192	3	34	13	0	50	0.68	2.33110135873654
1984	200	4	47	18	18	87	0.540229885057471	4.40673733283859
1984	202	1	30	1	6	38	0.789473684210526	2.95104418898396
1984	208	0	2	10	4	16	0.125	1.39313916029316
1984	209	0	2	9	13	24	0.0833333333333333	1.82958836174607
1984	212	0	1	5	21	27	0.037037037037037	1.18430112462704
1984	213	0	7	12	20	39	0.179487179487179	1.03363102597336
1984	216	0	0	5	19	24	0	NA
1984	219	0	0	0	12	12	0	NA
1984	220	0	0	1	40	41	0	NA
1984	222	0	0	2	36	38	0	NA
1984	223	0	0	0	21	21	0	NA
1984	226	0	0	3	97	100	0	NA
1984	233	0	0	0	22	22	0	NA
1984	236	0	0	0	108	108	0	NA
1984	237	0	0	1	32	33	0	NA
1984	240	0	0	0	87	87	0	NA
1984	243	0	0	0	27	27	0	NA
1984	244	0	0	0	25	25	0	NA
1984	249	0	0	0	28	28	0	NA
1984	250	0	0	0	30	30	0	NA
1984	254	0	0	0	17	17	0	NA
1984	256	0	0	3	70	73	0	NA
1984	261	0	1	1	97	99	0.0101010101010101	0.328852929662012
1984	262	0	0	0	40	40	0	NA
1984	263	0	0	0	42	42	0	NA
1984	264	0	0	0	43	43	0	NA
1984	269	0	0	0	49	49	0	NA
1984	274	0	0	0	41	41	0	NA
1984	275	0	0	0	28	28	0	NA
1984	278	0	0	0	40	40	0	NA
1984	285	0	0	2	66	68	0	NA
1985	151	34	0	0	0	34	0	NA
1985	154	40	0	0	0	40	0	NA
1985	161	40	6	0	0	46	0.130434782608696	6.52753432166889
1985	162	27	11	0	0	38	0.289473684210526	8.50873627984727
1985	163	16	13	0	0	29	0.448275862068966	8.60806857934019
1985	164	82	38	0	2	122	0.311475409836066	9.75574778056503
1985	168	25	21	0	0	46	0.456521739130435	8.05641427480985
1985	169	41	4	0	0	45	0.0888888888888889	5.45322522226894
1985	175	11	37	0	0	48	0.770833333333333	6.21805853760269
1985	176	8	41	0	0	49	0.836734693877551	5.97375701031048
1985	184	2	41	3	1	47	0.872340425531915	5.56855249878289
1985	190	5	11	3	0	19	0.578947368421053	3.81942512546323
1985	193	0	38	10	2	50	0.76	4.51497618270831
1985	196	0	8	17	21	46	0.173913043478261	2.06132799934315
1985	198	0	19	16	11	46	0.41304347826087	4.41353067047929
1985	203	0	7	22	22	51	0.137254901960784	3.07313147313395
1985	210	0	0	5	16	21	0	NA
1985	211	0	2	7	21	30	0.0666666666666667	2.22486622460599
1985	212	0	0	8	19	27	0	NA
1985	217	0	0	1	46	47	0	NA
1985	218	0	2	4	42	48	0.0416666666666667	3.93023241483314
1985	224	0	0	5	43	48	0	NA
1985	225	0	0	1	47	48	0	NA
1985	232	0	0	0	22	22	0	NA
1985	234	0	0	0	63	63	0	NA
1985	238	0	0	0	40	40	0	NA
1985	247	0	0	0	19	19	0	NA
1985	260	0	0	0	30	30	0	NA
1985	261	0	0	0	45	45	0	NA
1985	262	0	0	0	60	60	0	NA
1985	264	0	0	0	19	19	0	NA
1985	266	0	0	0	34	34	0	NA
1985	267	0	0	0	65	65	0	NA
1985	288	0	0	0	32	32	0	NA
1985	297	0	0	0	43	43	0	NA
1986	146	35	6	0	0	41	0.146341463414634	13.4354506239491
1986	153	6	27	0	0	33	0.818181818181818	12.7528850350446
1986	154	9	15	0	0	24	0.625	12.8551753454002
1986	155	79	29	0	0	108	0.268518518518519	12.3566049179257
1986	157	6	27	0	0	33	0.818181818181818	12.0477306889407
1986	158	3	28	0	0	31	0.903225806451613	11.2053694258717
1986	161	8	22	0	0	30	0.733333333333333	9.79944208781936
1986	164	0	38	0	0	38	1	11.095767857151
1986	167	13	38	0	0	51	0.745098039215686	8.18034750855314
1986	182	0	28	0	0	28	1	5.37191352583376
1986	183	0	33	1	0	34	0.970588235294118	7.33997544532241
1986	188	1	18	4	1	24	0.75	3.38206279528856
1986	190	0	16	10	0	26	0.615384615384615	4.11742006690968
1986	191	1	31	10	4	46	0.673913043478261	2.9136489023027
1986	198	0	23	20	19	62	0.370967741935484	3.38496163462886
1986	209	0	0	0	18	18	0	NA
1986	217	0	1	3	50	54	0.0185185185185185	3.33998935037274
1986	218	0	1	5	94	100	0.01	4.49260581336053
1986	219	0	2	3	55	60	0.0333333333333333	3.27654093299433
1986	223	0	0	2	59	61	0	NA
1986	230	0	1	2	53	56	0.0178571428571429	4.88554472233997
1986	247	0	0	0	39	39	0	NA
1986	248	0	0	2	33	35	0	NA
1986	251	0	0	0	38	38	0	NA
1986	252	0	0	0	47	47	0	NA
1986	265	0	0	0	92	92	0	NA
1986	272	0	0	0	38	38	0	NA
1987	141	23	0	0	0	23	0	NA
1987	145	25	3	0	0	28	0.107142857142857	13.2003344591441
1987	149	28	0	0	0	28	0	NA
1987	153	18	0	0	0	18	0	NA
1987	154	43	0	0	0	43	0	NA
1987	155	51	0	0	0	51	0	NA
1987	156	22	1	0	0	23	0.0434782608695652	18.7586206896552
1987	159	28	37	0	0	65	0.569230769230769	11.3710008478463
1987	160	33	1	0	0	34	0.0294117647058824	10.7734885041158
1987	162	35	9	0	0	44	0.204545454545455	9.37181296367953
1987	163	28	3	0	0	31	0.0967741935483871	14.9419262634996
1987	166	25	9	0	0	34	0.264705882352941	9.68245968810756
1987	168	1	23	0	0	24	0.958333333333333	6.64141944874494
1987	170	2	25	1	0	28	0.892857142857143	6.48389421416828
1987	174	3	16	0	0	19	0.842105263157895	5.69207201504633
1987	176	22	0	0	0	22	0	NA
1987	184	0	27	3	1	31	0.870967741935484	4.42789602048774
1987	188	0	1	32	6	39	0.0256410256410256	9.57943099487542
1987	190	0	3	21	6	30	0.1	5.06360527643988
1987	198	0	0	29	3	32	0	NA
1987	212	0	1	2	41	44	0.0227272727272727	1.69859219939995
1987	223	0	0	1	68	69	0	NA
1987	224	0	0	9	103	112	0	NA
1987	225	0	0	0	25	25	0	NA
1987	226	0	0	0	68	68	0	NA
1987	244	0	0	0	24	24	0	NA
1987	253	0	0	0	27	27	0	NA
1987	257	0	0	0	24	24	0	NA
1987	259	0	0	0	33	33	0	NA
1987	273	0	0	0	22	22	0	NA
1987	279	0	0	1	28	29	0	NA
1987	280	0	0	0	24	24	0	NA
1987	287	0	0	2	35	37	0	NA
1987	290	0	0	0	21	21	0	NA
1988	146	29	0	0	0	29	0	NA
1988	147	27	0	0	0	27	0	NA
1988	153	22	2	0	0	24	0.0833333333333333	12.3150398060375
1988	160	68	51	0	1	120	0.425	13.1294325581226
1988	161	35	66	0	0	101	0.653465346534653	13.8015609742538
1988	162	4	42	0	0	46	0.91304347826087	12.3333892486309
1988	163	3	20	0	0	23	0.869565217391304	12.658866048106
1988	165	2	33	0	0	35	0.942857142857143	11.6443818029205
1988	167	1	69	17	0	87	0.793103448275862	11.5561847777464
1988	170	4	16	1	0	21	0.761904761904762	9.13611250590466
1988	174	0	28	6	0	34	0.823529411764706	6.91721800983834
1988	181	0	22	13	0	35	0.628571428571429	6.19925129814163
1988	211	0	0	15	23	38	0	NA
1988	222	0	0	1	32	33	0	NA
1988	223	0	0	0	38	38	0	NA
1988	231	0	0	0	44	44	0	NA
1988	236	0	0	0	38	38	0	NA
1988	259	0	0	0	73	73	0	NA
1988	274	0	0	0	43	43	0	NA
1989	150	23	0	0	0	23	0	NA
1989	151	58	19	0	0	77	0.246753246753247	13.0634465643677
1989	158	29	4	0	0	33	0.121212121212121	17.2028934189997
1989	159	9	1	0	0	10	0.1	13.1447438872033
1989	165	6	66	0	0	72	0.916666666666667	8.21887400658488
1989	166	2	77	0	0	79	0.974683544303797	9.03925031678355
1989	167	0	23	0	0	23	1	9.05086181714161
1989	171	0	21	0	0	21	1	7.56661041210663
1989	172	1	105	1	0	107	0.981308411214953	7.29511730034795
1989	180	2	48	0	1	51	0.941176470588235	6.5679958005665
1989	188	0	10	9	3	22	0.454545454545455	3.45615572293076
1989	202	0	6	8	22	36	0.166666666666667	3.57666272759631
1989	206	0	2	33	25	60	0.0333333333333333	3.08782294405076
1989	221	0	0	0	48	48	0	NA
1989	227	0	0	0	35	35	0	NA
1989	229	0	0	1	96	97	0	NA
1989	233	0	0	0	38	38	0	NA
1989	235	0	0	0	27	27	0	NA
1989	236	0	0	0	38	38	0	NA
1989	243	0	0	0	90	90	0	NA
1989	254	0	0	0	35	35	0	NA
1989	257	0	0	0	34	34	0	NA
1989	261	0	0	0	38	38	0	NA
1989	263	0	0	1	36	37	0	NA
1989	264	0	0	0	39	39	0	NA
1990	144	22	0	0	0	22	0	NA
1990	148	20	0	0	0	20	0	NA
1990	149	24	0	0	0	24	0	NA
1990	157	42	0	0	0	42	0	NA
1990	158	27	2	0	0	29	0.0689655172413793	7.94305548213145
1990	163	44	3	0	0	47	0.0638297872340425	13.4487563239841
1990	164	133	2	0	0	135	0.0148148148148148	15.0081533523562
1990	165	60	12	0	0	72	0.166666666666667	10.8661352857105
1990	169	13	10	0	0	23	0.434782608695652	7.00812316722236
1990	172	10	13	0	0	23	0.565217391304348	6.88297389409484
1990	176	0	28	0	0	28	1	5.58427435493639
1990	178	3	33	0	0	36	0.916666666666667	5.67743595547807
1990	183	0	17	14	2	33	0.515151515151515	3.61613846900026
1990	184	5	54	4	14	77	0.701298701298701	5.54323136460476
1990	193	0	23	6	0	29	0.793103448275862	4.46818132627788
1990	219	0	0	8	13	21	0	NA
1990	222	0	0	0	16	16	0	NA
1990	226	0	0	13	32	45	0	NA
1990	228	0	0	12	15	27	0	NA
1990	233	0	0	7	37	44	0	NA
1990	234	0	0	13	29	42	0	NA
1990	239	0	0	8	19	27	0	NA
1990	241	0	0	9	28	37	0	NA
1990	247	0	0	6	30	36	0	NA
1990	249	0	0	5	30	35	0	NA
1990	254	0	0	8	29	37	0	NA
1990	261	0	0	1	13	14	0	NA
1990	268	0	0	8	35	43	0	NA
1990	269	0	0	19	25	44	0	NA
1990	277	0	0	2	31	33	0	NA
1991	157	33	52	0	0	85	0.611764705882353	12.8609261004624
1991	163	37	0	0	0	37	0	NA
1991	168	15	9	0	0	24	0.375	8.5098344728794
1991	169	37	83	0	1	121	0.685950413223141	8.29461640567775
1991	170	20	64	0	0	84	0.761904761904762	8.43557022645742
1991	171	2	36	0	0	38	0.947368421052632	6.73263945712257
1991	176	7	25	0	0	32	0.78125	8.22416066836928
1991	178	2	33	0	0	35	0.942857142857143	5.36168234580101
1991	184	1	45	0	0	46	0.978260869565217	5.45257861649606
1991	198	0	23	0	3	26	0.884615384615385	2.77691572153676
1991	200	0	8	13	0	21	0.380952380952381	4.21142425667008
1991	225	0	0	0	4	4	0	NA
1991	226	0	0	4	18	22	0	NA
1991	235	0	0	0	7	7	0	NA
1991	240	0	0	0	6	6	0	NA
1991	241	0	0	3	5	8	0	NA
1991	242	0	0	0	13	13	0	NA
1991	246	0	0	0	12	12	0	NA
1991	248	0	0	0	14	14	0	NA
1991	249	0	0	1	9	10	0	NA
1991	268	0	1	1	21	23	0.0434782608695652	0.166031573217202
1992	155	34	2	0	0	36	0.0555555555555556	11.1142481997499
1992	156	36	2	0	0	38	0.0526315789473684	6.53476326148385
1992	162	109	0	0	0	109	0	NA
1992	168	18	15	0	0	33	0.454545454545455	8.10330992312495
1992	170	25	2	1	0	28	0.0714285714285714	7.67159027989114
1992	177	18	49	5	2	74	0.662162162162162	6.82464673481806
1992	182	4	20	3	0	27	0.740740740740741	5.10540661838613
1992	183	4	27	2	0	33	0.818181818181818	5.24844117190983
1992	190	0	9	28	4	41	0.219512195121951	6.17036836135493
1992	203	0	3	16	0	19	0.157894736842105	4.94316604271692
1992	211	0	0	29	6	35	0	NA
1992	224	0	0	0	10	10	0	NA
1992	226	0	0	0	15	15	0	NA
1992	232	0	0	0	12	12	0	NA
1992	238	0	0	9	15	24	0	NA
1992	242	0	0	0	2	2	0	NA
1992	246	0	0	0	12	12	0	NA
1992	252	0	0	1	11	12	0	NA
1992	261	0	0	0	15	15	0	NA
1992	268	0	0	0	6	6	0	NA
1992	279	0	0	0	8	8	0	NA
1992	287	0	0	0	12	12	0	NA
1993	152	32	0	0	0	32	0	NA
1993	156	33	0	0	0	33	0	NA
1993	160	103	1	0	0	104	0.00961538461538462	8.50127176677754
1993	161	129	0	0	0	129	0	NA
1993	165	41	0	0	0	41	0	NA
1993	167	31	36	0	0	67	0.537313432835821	7.31100056114095
1993	173	21	26	1	0	48	0.541666666666667	9.72106583488227
1993	180	23	20	0	0	43	0.465116279069767	6.17483258986234
1993	182	2	75	6	0	83	0.903614457831325	5.36626020050099
1993	187	0	54	14	0	68	0.794117647058823	3.99169947766963
1993	189	0	39	1	0	40	0.975	4.42627802382415
1993	190	0	31	6	0	37	0.837837837837838	4.68883886686586
1993	201	0	30	7	2	39	0.769230769230769	4.52942553089732
1993	236	0	0	0	39	39	0	NA
1993	243	0	0	0	18	18	0	NA
1993	245	0	0	0	44	44	0	NA
1993	250	0	0	0	32	32	0	NA
1993	251	0	0	0	35	35	0	NA
1993	253	0	0	0	33	33	0	NA
1993	257	0	0	0	25	25	0	NA
1993	260	0	0	0	33	33	0	NA
1993	266	0	0	0	25	25	0	NA
1993	272	0	0	0	36	36	0	NA
1993	273	0	0	0	37	37	0	NA
1994	150	30	8	0	0	38	0.210526315789474	10.201849838282
1994	157	23	4	0	0	27	0.148148148148148	12.4267500477961
1994	158	18	6	0	0	24	0.25	12.6241641339052
1994	160	27	8	0	0	35	0.228571428571429	10.2632831893386
1994	165	14	14	0	0	28	0.5	9.30663531896236
1994	168	22	60	0	0	82	0.731707317073171	9.3996376162851
1994	172	2	46	1	0	49	0.938775510204082	7.74448866866368
1994	174	1	39	0	0	40	0.975	7.13049550950711
1994	181	0	29	0	0	29	1	3.76475661138432
1994	186	0	17	7	1	25	0.68	7.18584305435939
1994	193	0	14	17	0	31	0.451612903225806	5.66639465076402
1994	220	0	0	12	17	29	0	NA
1994	222	0	0	2	21	23	0	NA
1994	230	0	0	3	23	26	0	NA
